sub_id,trial,txt,img
A2VFY6OC2BS8PY,7,That looks so uncomfortable. I definitely feel sorry for him/her.,4
A2VFY6OC2BS8PY,8,This is horrible. I have no idea how it happened but it's scary.,8
A2VFY6OC2BS8PY,9,This makes me so sad. I've had family members go through this and my boyfriend. Rough stuff.,2
A2VFY6OC2BS8PY,10,This is very disturbing. Unsure what happened but I feel for his family.,17
A2VFY6OC2BS8PY,11,So sad. They look to be in danger or just rescued from it. Probably scared.,18
A2VFY6OC2BS8PY,12,Poor child. Looks like an eye and head injury. I hope he/she is okay.,7
A2VFY6OC2BS8PY,13,Beautiful baby. So tiny. I feel bad for the baby because of the tubes.,1
A2VFY6OC2BS8PY,14,"This looks like a movie image. Trying to escape, maybe.",3
A2VFY6OC2BS8PY,15,It looks like makeup. I don't know if there are any actual injuries here. If so it can't be comforta,6
A2VFY6OC2BS8PY,16,"Maybe a boxing match. Whatever it is, it looks so painful. Poor guy.",11
A2VFY6OC2BS8PY,17,Pure emotion from this pic. Terrifying. Amazing.,20
A2VFY6OC2BS8PY,18,He looks like he's ready to shoot. Unsettling picture for sure.,9
A2VFY6OC2BS8PY,19,Horrible accident. Probably fatal. I feel for their families.,19
A2VFY6OC2BS8PY,20,That's a huge fire. They are very brave.,15
A2VGEE0ZIZ8CBQ,1,I sympathize with the woman an,20
A2VGEE0ZIZ8CBQ,2,I feel bad that she is subjected to abuse by someone else I am gu,5
A2VGEE0ZIZ8CBQ,3,I feel that the accident must have been,17
A2VGEE0ZIZ8CBQ,4,I think it is disgusting but some cultures do these things,13
A2VGEE0ZIZ8CBQ,5,It is a sickening photo but I wonder what happened,6
A2VGEE0ZIZ8CBQ,6,I feel somewhat indifferent. He looks i,8
A2VGEE0ZIZ8CBQ,7,I feel compassion for all those involved. What a tragedy to go through,14
A2VGEE0ZIZ8CBQ,8,This could be a very gross outcome for,19
A2VGEE0ZIZ8CBQ,9,I am somewhat disgusted. This looks man made some how,15
A2VGEE0ZIZ8CBQ,10,I am curious if this is a stunt or tragedy.,12
A2VGEE0ZIZ8CBQ,11,I feel bad for the baby and his parents,1
A2VGEE0ZIZ8CBQ,12,He looks like he is very scared and I feel sympathi,3
A2VGEE0ZIZ8CBQ,13,I feel anger towards people who use guns this way,9
A2VGEE0ZIZ8CBQ,14,I am not sure what I am looking at so i feel bewilder,16
A2VGEE0ZIZ8CBQ,15,Dirty kids seem normal. I feel a little bad t,18
A2VGEE0ZIZ8CBQ,16,"I feel frustrated by drug abuse, but I also have compassion",2
A2VGEE0ZIZ8CBQ,17,I feel compassion for the suffering this person is,4
A2VGEE0ZIZ8CBQ,18,I feel so bad for kids who suffer,7
A2VGEE0ZIZ8CBQ,19,I feel indifferent to a boxer that gets be,11
A2VGEE0ZIZ8CBQ,20,I am angry and disgusted at such a violent and vile abduction,10
A2VN8Q8X7WWIM,1,"OMG! Terrible car wreck, this is so painful for me since I h",19
A2VN8Q8X7WWIM,2,"sick baby is unhappy, so sad.",1
A2VN8Q8X7WWIM,3,beaten is beating someone else? Not good either way.,8
A2VN8Q8X7WWIM,4,dead man getting buried not a good thing happened here!,16
A2VN8Q8X7WWIM,5,"someone is screaming about something, I wonder what it up?",3
A2VN8Q8X7WWIM,6,kidnapping in progress maybe? Not good.,10
A2VN8Q8X7WWIM,7,fire resuce! So sad her hous eis buring. Maybe she is ok though.,20
A2VN8Q8X7WWIM,8,"bad hurts here, very painful.",7
A2VN8Q8X7WWIM,9,"beaten woman this is very very bad, hope other one is in",6
A2VN8Q8X7WWIM,10,killing in the  street! Very bad in some parts of the world anymore.,17
A2VN8Q8X7WWIM,11,"bad fire, very dangerous there now",15
A2VN8Q8X7WWIM,12,"she was beaten some time ago, very bad stuff here.",5
A2VN8Q8X7WWIM,13,WTF? Why would anyone do this? ter,13
A2VN8Q8X7WWIM,14,something wrong with his eyes? Gross.,4
A2VN8Q8X7WWIM,15,"fighting like this is barabaric, wtf is the point",11
A2VN8Q8X7WWIM,16,OMG! biker is on fire and still peddling on!,12
A2VN8Q8X7WWIM,17,"plane crash, maybe no deaths in this one though?",14
A2VN8Q8X7WWIM,18,"bad man pointing gun at me, very bad stuff.",9
A2VN8Q8X7WWIM,19,"junkies are worth human life, die faster junkie! Save us the effort",2
A2VN8Q8X7WWIM,20,"dirty kids, where are parentst?",18
A2VNSNAN1LZBAM,1,It looks like these men could be training for a real fire emertency,15
A2VNSNAN1LZBAM,2,I'm sure that isn't very comfortable but it was his choice most likely.,13
A2VNSNAN1LZBAM,3,Thank God for rescue teams. Must be scary.,20
A2VNSNAN1LZBAM,4,Looks pretty painful but doctors can help this person.,4
A2VNSNAN1LZBAM,5,Such a tiny baby! Hopefully it will recover.,1
A2VNSNAN1LZBAM,6,Looks like she got beat up. Hope she's reporting it.,6
A2VNSNAN1LZBAM,7,A beating victim. Hope she gets help.,5
A2VNSNAN1LZBAM,8,Looks like a scene from a movie.,3
A2VNSNAN1LZBAM,9,At least he's being buried.,16
A2VNSNAN1LZBAM,10,His choice. Sad but true.,2
A2VNSNAN1LZBAM,11,Very sad. Looks like war.,18
A2VNSNAN1LZBAM,12,Poor kid. Looks like he's being helped.,7
A2VNSNAN1LZBAM,13,Some kind of fight or police intervention. Scary.,10
A2VNSNAN1LZBAM,14,My worst nightmare. At least there are survivors.,14
A2VNSNAN1LZBAM,15,No big deal. Just a photo.,9
A2VNSNAN1LZBAM,16,Not sure what this is but yikes!,11
A2VNSNAN1LZBAM,17,He looks angry. and bloody,8
A2VNSNAN1LZBAM,18,Nightmare. Hope everyone is okay.,19
A2VNSNAN1LZBAM,19,Disgusting. Hope he gets some help.,17
A2VNSNAN1LZBAM,20,Stunt driver.,12
A2VO50TWOF7M1S,1,this person is trying to bury a body in the dirt they propbably killed,16
A2VO50TWOF7M1S,2,it looks like they are stuck somewhere and afraid wanting to get out,3
A2VO50TWOF7M1S,3,this person looks in pain and is being tortured and fearful,13
A2VO50TWOF7M1S,4,looks like some kids were playing in the dirt not to unhappy,18
A2VO50TWOF7M1S,5,this just looks like a profile photo or for an advertisement,9
A2VO50TWOF7M1S,6,looks like a hazard area clean up they are probably sweating bad,15
A2VO50TWOF7M1S,7,looks like a boxing match the guy is used to the pain his choice,11
A2VO50TWOF7M1S,8,stunt guy doing this for a movie probably trained to do this but hes prob hot,12
A2VO50TWOF7M1S,9,looks like he got in a fight he will clean up but need medical help,8
A2VO50TWOF7M1S,10,looks like shes been abused or got into a fight,5
A2VO50TWOF7M1S,11,looks like shes being kidnapped and trying to fight for life,10
A2VO50TWOF7M1S,12,looks like he got beaten up and left on the ground,17
A2VO50TWOF7M1S,13,a druggie shooting himself up thats pretty sad but his choice,2
A2VO50TWOF7M1S,14,a child that was burned by a fire of some sort thats sad,7
A2VO50TWOF7M1S,15,a very bad accident with fatalities for sure sad,19
A2VO50TWOF7M1S,16,survivers of a plane crash they dont look too bad and got off it,14
A2VO50TWOF7M1S,17,a woman who got hurt bad cant tell is abuse or accident looks sore,6
A2VO50TWOF7M1S,18,a premie baby getting a bath looks comfy as they are yawning,1
A2VO50TWOF7M1S,19,shes prob not breathing and was rescued by firefighters from fire,20
A2VO50TWOF7M1S,20,some sort of very painful eye infection looks very red and sore,4
A2VQBOJJ8HD6W9,1,Oh dear heaven. This lady has clearly been through some,5
A2VQBOJJ8HD6W9,2,So bad. I hope they're ok. But this is traumatic. I hope children weren't onboard.,14
A2VQBOJJ8HD6W9,3,"This is awful. I lived in Baltimore, and have seen this. This is so sad. I hope he didn't OD.",2
A2VQBOJJ8HD6W9,4,"Little scared. This is very threatening, but I don't feel bad for the guy.",9
A2VQBOJJ8HD6W9,5,"Oh sh*t. I hope he's not dead, but people are standing around like he is. And the dog. Jeezum crow.",17
A2VQBOJJ8HD6W9,6,Thank goodness they're helping. I wonder what is burning and if everyone's ok. Brave souls. Bless them.,15
A2VQBOJJ8HD6W9,7,"That looks painful, but also, I think he agreed to this.",13
A2VQBOJJ8HD6W9,8,Poor baby!! I hope he or she is OK. Looks traumatic :-(,7
A2VQBOJJ8HD6W9,9,Poor baby! I hope it survived. Thank G-d for good nurses.,1
A2VQBOJJ8HD6W9,10,"Ack! I wouldn't do this, but this looks like something they're paid to do. Like a daredevil or stuntman.",12
A2VQBOJJ8HD6W9,11,"Rocky! My husband boxes, so this isn't too terrifying, but I worry about his head.",11
A2VQBOJJ8HD6W9,12,"Drunk driving is a hell of a vice. I doubt the people were OK, but thank goodness for firefighters.",19
A2VQBOJJ8HD6W9,13,Let go of her! This looks scary and unnecessary. This happens.,10
A2VQBOJJ8HD6W9,14,"Oh no. I hope the person is OK. Again, bless the firefighters.",20
A2VQBOJJ8HD6W9,15,Is that his blood or someone elses? It's not clear. He looks p-o'd though.,8
A2VQBOJJ8HD6W9,16,Oh no. This woman looks like she was badly beaten. I hope she got help.,6
A2VQBOJJ8HD6W9,17,"He looks scared, but I have no idea what's going on. Is this supposed to be art?",3
A2VQBOJJ8HD6W9,18,"Oh... it sucks that this guy isn't having a proper funeral. I hope his family was told, and this isn't a murder",16
A2VQBOJJ8HD6W9,19,"Oh, Mita! I hate to see elders crying like this. They've been through enough in life.",4
A2VQBOJJ8HD6W9,20,Poor kids. Is that burning in the background? Are they alone? They look alone a,18
A2VU2OAVQAH23P,1,"This looks frightening, and I can't help but wonder what is going on.",15
A2VU2OAVQAH23P,2,That poor woman.  I feel sad for her.,20
A2VU2OAVQAH23P,3,"This made me nervous, and it looks painful.",8
A2VU2OAVQAH23P,4,Anger.  Looks like abuse. :(,5
A2VU2OAVQAH23P,5,How scary and tragic.  I can't imagine going through that.  I hope they didn't suffer.,19
A2VU2OAVQAH23P,6,I'm feeling surprised and perplexed.  What happned?,4
A2VU2OAVQAH23P,7,Amazement.  Glad the baby is okay.,1
A2VU2OAVQAH23P,8,This makes me apprehensive and angry.,10
A2VU2OAVQAH23P,9,This makes me sad and frustrated.,7
A2VU2OAVQAH23P,10,Instant fear.  I wish guns weren't a thing.,9
A2VU2OAVQAH23P,11,I feel sad about this.,16
A2VU2OAVQAH23P,12,Shocking.  I feel bad for him.,17
A2VU2OAVQAH23P,13,Sadness.  I hate seeing childred caught in adult matters.,18
A2VU2OAVQAH23P,14,Curious and kind of disgusted.  Why?,11
A2VU2OAVQAH23P,15,"I hope this person isn't hurt!  So much fear and shock, and pain.",12
A2VU2OAVQAH23P,16,I can't imagine how this happened.  Fear and curiosity.  Poor man,13
A2VU2OAVQAH23P,17,So scary!  I have nightmares about this kind of thing.,14
A2VU2OAVQAH23P,18,This makes me anxious.  It looks like he's trapped or scared.,3
A2VU2OAVQAH23P,19,Sad and disappointed.  Drugs are aweful.  Hope hes okay.,2
A2VU2OAVQAH23P,20,I can't help but wonder what happened.  Looks painful.,6
A2W0G89O7E9EFO,1,This looks very dangerous and is more interesting than frightening.,15
A2W0G89O7E9EFO,2,This man looks extremely sad is probably in pain.  This is somewhat depressing.,4
A2W0G89O7E9EFO,3,"This looks like a stunt, and the person is more prepared for this than it seems.",12
A2W0G89O7E9EFO,4,The newborn appears uncomfortable and needs some help.,1
A2W0G89O7E9EFO,5,That was a painful hit and could be damaging.  I would hate to be this person.,11
A2W0G89O7E9EFO,6,Something is really wrong here.  I am surprised this guy is still walking,8
A2W0G89O7E9EFO,7,This person is suffering.  Hard to tell from what,3
A2W0G89O7E9EFO,8,This person is being buried in a non typical way.  The other person does not seem to car,16
A2W0G89O7E9EFO,9,something really bad happened here.  this person must be in pain,6
A2W0G89O7E9EFO,10,"This looks really bad, and some people probably did not survive",14
A2W0G89O7E9EFO,11,the boys look dirty but not hurt.  lots of smoke in back,18
A2W0G89O7E9EFO,12,hard to tell if they made it.  very dangerous for these people,20
A2W0G89O7E9EFO,13,"i see restraint, but not necessarily danger",10
A2W0G89O7E9EFO,14,I would never do this.  looks painful,13
A2W0G89O7E9EFO,15,"fearful, highly threatening situation",9
A2W0G89O7E9EFO,16,"terrible place to live, people do not seem that fazed.  a bad place",17
A2W0G89O7E9EFO,17,what happened?  She is injured,5
A2W0G89O7E9EFO,18,"looks strung out, definitely the face of addiction.  sad to see",2
A2W0G89O7E9EFO,19,hate to see chilren like this.  could it be abuse?,7
A2W0G89O7E9EFO,20,"looks really bad, probably did not survive",19
A2W0PJEZDT6QPX,1,That looks like it's really painful and weird looking.,13
A2W0PJEZDT6QPX,2,that looks like a terrible crash no one could live after that.,19
A2W0PJEZDT6QPX,3,for some reason this is funny to me he got his lights punched out.,11
A2W0PJEZDT6QPX,4,wow that looks like a baby suffering not good to see,1
A2W0PJEZDT6QPX,5,wow looks like he was in a bad fight. i wonder what the other guy looks like?,8
A2W0PJEZDT6QPX,6,this looks very sad not sure what is happening,17
A2W0PJEZDT6QPX,8,wow that is amazing.,12
A2W0PJEZDT6QPX,9,wow that caught me by surpise,9
A2W0PJEZDT6QPX,10,wow i've never seen anything like this looks bad,5
A2W0PJEZDT6QPX,11,this is a very bad photo and it makes me sad and nervous,14
A2W0PJEZDT6QPX,12,wow this looks really bad. i feel sad for those guys,15
A2W0PJEZDT6QPX,13,looks bad i really feel sad for the child,7
A2W0PJEZDT6QPX,14,wow this looks really terrible i feel for them it's sad,20
A2W0PJEZDT6QPX,15,looks really pain,4
A2W0PJEZDT6QPX,16,really sad that he is a junkie.  hope things turn around for h,2
A2W0PJEZDT6QPX,17,looks extremely painful hope all goes better,6
A2W0PJEZDT6QPX,18,it was very bad,18
A2W0PJEZDT6QPX,20,wow that is amazing,3
A2W434UNNBRS4L,1,he put that through his already gag,13
A2W434UNNBRS4L,2,he is safe now and being helped,7
A2W434UNNBRS4L,3,coal mining town,18
A2W434UNNBRS4L,4,this is just a scene from a hollywood movie,11
A2W434UNNBRS4L,5,everyone is safe this must of happened before takeoff,14
A2W434UNNBRS4L,6,this is just artistic expression,9
A2W9W7DSIGTHG2,1,The person is the picture has just won his first halloween contest,8
A2W9W7DSIGTHG2,2,Clfear the boy in the picture has be,9
A2W9W7DSIGTHG2,3,"The Man just a bad accident, but he will live.",17
A2W9W7DSIGTHG2,4,The man is taking his prescribe medicine.,2
A2W9W7DSIGTHG2,5,The woman just tried on makeup,5
A2W9W7DSIGTHG2,6,The man is reframing the woman from a fight with some,10
A2W9W7DSIGTHG2,7,Home births are happening.,1
A2W9W7DSIGTHG2,8,This is the new way to pierce your lips,13
A2W9W7DSIGTHG2,9,The woman has pulse in her eyes,4
A2W9W7DSIGTHG2,10,This is play time for the kids,18
A2W9W7DSIGTHG2,11,First time in a fire,15
A2W9W7DSIGTHG2,12,He got the role as a crash dummy.,12
A2W9W7DSIGTHG2,13,The boy will see out of both eyes for the first time.,7
A2W9W7DSIGTHG2,14,The crowd made the plane crash,14
A2W9W7DSIGTHG2,15,Been buried in dirt rather than sand at,16
A2W9W7DSIGTHG2,16,The woman set the house on fire while cooking,20
A2W9W7DSIGTHG2,17,The man burst a zi,11
A2W9W7DSIGTHG2,18,Looking at the mirror,3
A2W9W7DSIGTHG2,19,The woman made it home safe in the storm,6
A2W9W7DSIGTHG2,20,This is what happen when you race your friends,19
A2WE2OQTRCUBK1,1,It must be very hot going through this ring of fire.,12
A2WE2OQTRCUBK1,2,I got muddy trying to climb the fence.,18
A2WE2OQTRCUBK1,3,"It was a bad crash, I am in pain and scared.",14
A2WE2OQTRCUBK1,4,How come did you do that?,13
A2WE2OQTRCUBK1,5,OMG. How scary the fire is horrible.,20
A2WE2OQTRCUBK1,6,It is painful and hot.,15
A2WE2OQTRCUBK1,7,"It hurts, painful, brutal.",6
A2WE2OQTRCUBK1,8,"Get in the vehicle, now.",10
A2WE2OQTRCUBK1,9,"I need it, to survive.",2
A2WE2OQTRCUBK1,10,"It hurt, bad crash, painful, maybe death?",19
A2WE2OQTRCUBK1,11,Stop or I will shot you dead.,9
A2WE2OQTRCUBK1,12,"So sad, crying, despondent.",4
A2WE2OQTRCUBK1,13,"why am i abused. Painful, scared.",5
A2WE2OQTRCUBK1,14,What happened to this poor child? Who hurt her?,7
A2WE2OQTRCUBK1,15,"What happened?  Painful, scary.",17
A2WE2OQTRCUBK1,16,Why let me out?,3
A2WE2OQTRCUBK1,17,"I got hit hard, bloody, why?",11
A2WE2OQTRCUBK1,18,What a blessing. So cute,1
A2WE2OQTRCUBK1,19,Who did this to this poor man? Bloody,8
A2WE2OQTRCUBK1,20,Why is he doing this to this man?,16
A2WJMGV0HKQG3Z,1,The man suffered a painful death,17
A2WJMGV0HKQG3Z,2,this lady took a horrible beating,5
A2WJMGV0HKQG3Z,3,the wonderful birth of a baby,1
A2WJMGV0HKQG3Z,4,kids who were playing and got really dirty,18
A2WJMGV0HKQG3Z,5,wrest is a harmful sport,11
A2WJMGV0HKQG3Z,6,the injuries to the child are horrible. so painful,7
A2WJMGV0HKQG3Z,7,firemen risk their lives to save others. first responders are co,20
A2WJMGV0HKQG3Z,8,major fire that needs to be controlled. very dangerous,15
A2WJMGV0HKQG3Z,9,riding through a horrible fire to escape,12
A2WJMGV0HKQG3Z,10,traditions are painful to experience,13
A2WJMGV0HKQG3Z,11,survivors of a horrible plane crash,14
A2WJMGV0HKQG3Z,12,this person took a horrible beating,6
A2WJMGV0HKQG3Z,13,a man burying the dead. very sad situation to see and do,16
A2WJMGV0HKQG3Z,14,a drugged out man. very sad to see this happen to a human. he needs help,2
A2WJMGV0HKQG3Z,15,a horrible car crash to witness. no one survived this horrible crash,19
A2WJMGV0HKQG3Z,16,this man suffered a very bloody fight.,8
A2WJMGV0HKQG3Z,17,this man is suffering from horrible allergies or infections,4
A2WJMGV0HKQG3Z,18,a man threatening someones life.,9
A2WJMGV0HKQG3Z,19,a man kidnapping a defenseless woman,10
A2WJMGV0HKQG3Z,20,a woman shouting out in pain or she's in need of help,3
A2WMSIPUKEIBNS,2,Two kids that played in the dirt.,18
A2WMSIPUKEIBNS,3,A man and a woman wrestling for fun.,10
A2WMSIPUKEIBNS,4,This poor woman had maybe a car accident and got hurt.,6
A2WMSIPUKEIBNS,5,"A guy doing drugs, hope he didnt overdose.",2
A2WMSIPUKEIBNS,6,Somebody burying a man who dies,16
A2WMSIPUKEIBNS,7,A woman getting rescued from a fire.,20
A2WMSIPUKEIBNS,8,A stuntman driving through fire.,12
A2WMSIPUKEIBNS,9,Firefighters working hard to save the environment.,15
A2WMSIPUKEIBNS,10,A guy pointing a gun for a photo shoot.,9
A2WMSIPUKEIBNS,11,A little kid that fe,7
A2WMSIPUKEIBNS,12,A man in a movie scene.,8
A2WMSIPUKEIBNS,13,A scene from a car accindent. Hopefully nobody was hurt.,19
A2WMSIPUKEIBNS,14,A man with an eye infection.,4
A2WMSIPUKEIBNS,15,A dead man laying in the street. He had a horrible accident.,17
A2WMSIPUKEIBNS,16,A boxer after a match. Got beat up pretty badly.,11
A2WMSIPUKEIBNS,17,I don't know what he is screaming about.,3
A2WMSIPUKEIBNS,18,A picture of some tribe member with a stick through his lip.,13
A2WMSIPUKEIBNS,19,A preme getting a bath/,1
A2WMSIPUKEIBNS,20,Survivors after a plane crash.,14
A2WNW8A4MOR7T7,1,He is now able to bury his loved ones,16
A2WNW8A4MOR7T7,2,two children after having a playful mud fight,18
A2WNW8A4MOR7T7,3,Man is resting after taking a long trip and is relaxed,2
A2WNW8A4MOR7T7,4,they got the main fire out and are working on the little fires,15
A2WNW8A4MOR7T7,5,what a stunt and he made it throught the fire crowd goes wild,12
A2WNW8A4MOR7T7,6,he is on his way to the hospital and is getting peoples attent,8
A2WNW8A4MOR7T7,7,she has eye surgery and now can see again,4
A2WNW8A4MOR7T7,8,she is learning self defense and is good at it,10
A2WNW8A4MOR7T7,9,a boxing video showing how not to take a punch,11
A2WNW8A4MOR7T7,10,women getting help after beingg in a abusive relationsship,6
A2WNW8A4MOR7T7,11,a new born baby fresh from the mother,1
A2WNW8A4MOR7T7,12,a woman standing up to her abuser in defiance in the picture,5
A2WNW8A4MOR7T7,13,a beauty mark in a ancient tribe sighn of beayt,13
A2WNW8A4MOR7T7,14,a man in a play emergency and the prople who are training,17
A2WNW8A4MOR7T7,15,fire training on how to trin them in a fire,20
A2WNW8A4MOR7T7,16,training on how to avoid being robbed,9
A2WNW8A4MOR7T7,17,a woman cheering at a football game a goal by her son,3
A2WNW8A4MOR7T7,18,the people survived thanks to the quick response of the helpers,19
A2WNW8A4MOR7T7,19,people survived a horrific plane crash and are walking away,14
A2WNW8A4MOR7T7,20,eye surgery went well and the child is okay,7
A2WXZL2CB67AJH,1,It's a miracle,1
A2WXZL2CB67AJH,2,Being addicted to drugs is rough. I hope he finds a bette,2
A2WXZL2CB67AJH,3,Is he trapped in a bubble?,3
A2WXZL2CB67AJH,4,They've been crying. I wonder what happened to make them so sad.,4
A2WXZL2CB67AJH,5,She's been hit in the eye. I'm angry and want to know who did it to her.,5
A2WXZL2CB67AJH,6,She looks like she has been in a fight and won even though it was tough.,6
A2WXZL2CB67AJH,7,I'm shocked and worried for this child. I hope they are alright,7
A2WXZL2CB67AJH,8,A little worried this guy might be crazy and dangerous.,8
A2WXZL2CB67AJH,9,"He won't shoot, they're not a killer.",9
A2WXZL2CB67AJH,10,"They are going to be kidnapped, I feel angry and want to help them.",10
A2WXZL2CB67AJH,11,"Dang, he got hit pretty good. Must be an exciting fight.",11
A2WXZL2CB67AJH,12,"I hope they are prepared for this stunt, a little worried.",12
A2WXZL2CB67AJH,13,"Oh, that's gruesome. Painful, disgusted.",13
A2WXZL2CB67AJH,14,"Must have been traumatic for those people, I hope they are ok.",14
A2WXZL2CB67AJH,15,They've got gear on so they have to be relatively fine.,15
A2WXZL2CB67AJH,16,"Scary, why are they burying that person?",16
A2WXZL2CB67AJH,17,"That's just sad, they look young and now they're gone.",17
A2WXZL2CB67AJH,18,"All they need is a shower, they were probably out playing.",18
A2WXZL2CB67AJH,19,Crashes are always scary. Hope nobody was seriously injured.,19
A2WXZL2CB67AJH,20,"fires are scary, worried for that person.",20
A2X08FYKTLEN49,1,"Looks like a fire happened,",20
A2X08FYKTLEN49,2,The kids look sad and like theyre going through a lot,18
A2X08FYKTLEN49,3,Looks scary and dangerous,12
A2X08FYKTLEN49,4,Looks like she is trapped and screaming for help,3
A2X08FYKTLEN49,5,"Looks like the cover for a movie poster, dramatic pose",9
A2X08FYKTLEN49,6,Looks like he is doing drugs,2
A2X08FYKTLEN49,7,This is sad and tragic,16
A2X08FYKTLEN49,8,"Not sure whats happening here, dont n ow what to think",10
A2X08FYKTLEN49,9,"Looks like a scene out of a movie, looks intimidating",8
A2X08FYKTLEN49,10,"Its a newborn crying, im not sure how else to feel about it",1
A2X08FYKTLEN49,11,It looks like this person is struggling with somethjng i feel bad for them,4
A2X08FYKTLEN49,12,"This looks sad and disgusting, makes me want to look away",13
A2X08FYKTLEN49,13,"This is sad and tragic, very bloody",17
A2X08FYKTLEN49,14,"This is terrifying, hope everyone survived the plane crash",14
A2X08FYKTLEN49,15,"This is sad, it looks she was getting beat up and now she has bruises",5
A2X08FYKTLEN49,16,"This is terrifying, very bloody and sad",11
A2X08FYKTLEN49,17,"Looks sad,",7
A2X08FYKTLEN49,18,This looks very sad she is so scarred and bruised,6
A2X08FYKTLEN49,19,Looks like a really bad car crash happened i hope everyone is okay,19
A2X08FYKTLEN49,20,Looks post apocalyptic,15
A2X823PACMMOKP,1,He is bleeding and still,8
A2X823PACMMOKP,2,"I am in front of this gun, scaring for sure!",9
A2X823PACMMOKP,3,Death by?,17
A2X823PACMMOKP,4,"drug addiction, alone and very sad.",2
A2X823PACMMOKP,5,Abused woman by her boyfriend.,5
A2X823PACMMOKP,6,kidnapping the woman by force.,10
A2X823PACMMOKP,7,bath makes the baby sleeping.,1
A2X823PACMMOKP,8,hurting lip.,13
A2X823PACMMOKP,9,eyes disease of some kind.,4
A2X823PACMMOKP,10,dirty boys from the smokes.,18
A2X823PACMMOKP,11,oil spill fire fighters,15
A2X823PACMMOKP,12,Try to escape from the flame.,12
A2X823PACMMOKP,13,the boy lost one of his eyes.,7
A2X823PACMMOKP,14,plan crash survivors,14
A2X823PACMMOKP,15,try to bury the body in hurry.,16
A2X823PACMMOKP,16,save the woman from the fire and smoke.,20
A2X823PACMMOKP,17,his was hit hard.,11
A2X823PACMMOKP,18,nightmare trapped him in,3
A2X823PACMMOKP,19,She is still smoking after a bad fight.,6
A2X823PACMMOKP,20,someone died in this car accident.,19
A2XC32LYCBO8FN,1,"Oh, he wants my money, and I first reacted by jumping",9
A2XC32LYCBO8FN,2,"A dead body being desposed of, its sad and disheartening",16
A2XC32LYCBO8FN,3,"My first impulse was to crack a joke, a screaming noise",3
A2XC32LYCBO8FN,4,Reminds me of something out of the video game Stalker,15
A2XC32LYCBO8FN,5,"Uh, ouch. I am repulsed and fearful of my own life",13
A2XC32LYCBO8FN,6,"Sad, but glad to see the bandages. The kid is recieving care despite the bad situation",7
A2XC32LYCBO8FN,7,"Domestic abuse potentially, I am disheartened and unhappy",5
A2XC32LYCBO8FN,8,Looks like the crying indian thing from the 90's. Its sad,4
A2XC32LYCBO8FN,9,A victim in perhaps a mass shooting or other violent event. It makes me feel scared and disgusted,8
A2XC32LYCBO8FN,10,A man getting high on probably meth. I feel sadness and wish there was something I could do,2
A2XC32LYCBO8FN,11,Someone is being saved from a terrible tragedy,14
A2XC32LYCBO8FN,12,"Two kids playing near a dock, they simply got dirty",17
A2XC32LYCBO8FN,13,This person just has something in their eyes that's making them water,6
A2XC32LYCBO8FN,14,"removing bandages from a child who has gotten better, and will live to see another day",10
A2XC32LYCBO8FN,15,Making real progress on containing the fire damage,12
A2XC32LYCBO8FN,16,Part of a ritual that he consented to,19
A2XC32LYCBO8FN,17,She accidently walked into an object and did not mean to injure herself,11
A2XC32LYCBO8FN,18,He caught you when you were falling over,20
A2XC32LYCBO8FN,19,"This baby is still alive, and being treated and will live",1
A2XC32LYCBO8FN,20,Just a scene from the new ghost rider movie where he uses a bicycle,18
A2XHMQDSLY32V,1,It could be that a burn crew is supervising the wreckage after a controlled burn for a movie,15
A2XHMQDSLY32V,2,"It looks like it could be a behind the scenes picture from a movie featuring a plane wreckage, like War of the Worlds",14
A2XHMQDSLY32V,3,The man is trying his best even after being punched and bloodied,11
A2XHMQDSLY32V,4,The firefighters are rescuing a woman just before her life could have ended from smoke inhalation and burning,20
A2XHMQDSLY32V,5,The man is probably undergoing a cultural coming-of-age ritual that involves stretching a lip around bamboo,13
A2XHMQDSLY32V,6,A pretty good makeup job done for a domestic violence victim PSA,6
A2XHMQDSLY32V,7,Two wrestlers out-of-costume practicing for an upcoming co-ed meet,10
A2XHMQDSLY32V,8,Make-up and costume design for a particularly bloody mummy movie,7
A2XHMQDSLY32V,9,The dogs are getting their p,17
A2XHMQDSLY32V,10,Production still for an action movie where somebody points a prop gun at the camera,9
A2XHMQDSLY32V,11,Great special effects work for some kind of ghostly photography set or movie,3
A2XHMQDSLY32V,12,"excellent clean up crew after a wreckage, great job fellas",19
A2XHMQDSLY32V,13,Amazing sculpture work in an art gallery showing the devastation of drug use,2
A2XHMQDSLY32V,14,The children have survived after what appears to be an oil refinery accident. Couldn't be too bad of a fallout,18
A2XHMQDSLY32V,15,Movie production still for a zombie film. The 'blood' is clearly special effects,8
A2XHMQDSLY32V,16,The woman is documenting evidence for the police in order to get her husband arrested for domestic violence,5
A2XHMQDSLY32V,17,A baby has just been born and is being washed of amniotic fluid in a plastic basin to be cleaned,1
A2XHMQDSLY32V,18,Somebody is having a good cry after experiencing some kind of intense emotional catharsis,4
A2XHMQDSLY32V,19,"A motorcycle stuntsman is completing an extraordinarily dangerous feat, riding through the flames to victory",12
A2XHMQDSLY32V,20,"A man is giving his friend a very solemn, personal burial",16
A2XILSQJK0S8RP,1,I wonder what happened to her and hope she is ok.,5
A2XILSQJK0S8RP,2,These firefighter have a tough job and should be respected.,20
