sub_id,trial,text,gpt_label
A2CA9R4T9ZFWVP,15,children are dirty and probably hate life maybe iun trouble or maybe,Non-reappraisal
A2CA9R4T9ZFWVP,16,i hate accidents it looks like maybe someone died Its very sad and,Non-reappraisal
A2CA9R4T9ZFWVP,17,Daredevil himself or maybe not. H,Reappraisal
A2CA9R4T9ZFWVP,18,this man is furious and bloody I dont know what happened or if its his fault or who he is,Non-reappraisal
A2CA9R4T9ZFWVP,19,this woman is fighting off this horrible man but it looks staged to me although its still scary thoug,Reappraisal
A2CA9R4T9ZFWVP,20,a bad fire or something Im not sure at all,Non-reappraisal
A2CCHNM5S3OLH3,1,"she got hurt, i feel bad for her.  but at least she is alic",Reappraisal
A2CCHNM5S3OLH3,2,maybe it is some kind of positive ritual in their culture.,Reappraisal
A2CCHNM5S3OLH3,3,"its very unlikely someone could survive that, i feel sad",Non-reappraisal
A2CCHNM5S3OLH3,4,"maybe a scene from a music video, so the person is just acting.",Reappraisal
A2CCHNM5S3OLH3,5,"this is super sad, but maybe the positive is the child will get better now in a safe place",Reappraisal
A2CCHNM5S3OLH3,6,"doesn't look real, i think he is lucky to survive whatever happened",Reappraisal
A2CCHNM5S3OLH3,7,"i dont know, maybe the guy is burring someone bad",Reappraisal
A2CCHNM5S3OLH3,8,maybe the person's eyes are watering because they have been staring too long.,Reappraisal
A2CCHNM5S3OLH3,9,could be a scene from a Hollywood blockbuster.,Reappraisal
A2CCHNM5S3OLH3,10,the dogs somehow make it feel even worse..  idk what a positive could be,Non-reappraisal
A2CCHNM5S3OLH3,11,"this is a scene from a movie, so its all fake.",Reappraisal
A2CCHNM5S3OLH3,12,its a guy holding one of those fake guns that are actually lighters.,Reappraisal
A2CCHNM5S3OLH3,13,"this could have been so much worse, they are all very lucky and happy to have survived.",Reappraisal
A2CCHNM5S3OLH3,14,"they are wearing some kind of protective suit, so they arent getting hurt.",Reappraisal
A2CCHNM5S3OLH3,15,i'm rethinking this to be siblings play wrestling on a vacation,Reappraisal
A2CCHNM5S3OLH3,16,"he just really likes doing drugs, so he is actually really happy here",Reappraisal
A2CCHNM5S3OLH3,17,"i cant really tell whats going on, im just happy the baby is alive and will grow",Reappraisal
A2CCHNM5S3OLH3,18,she got in a car accident but is lucky and happy to have avoided worse,Reappraisal
A2CCHNM5S3OLH3,19,i feel really happy the hero was able to save her,Reappraisal
A2CCHNM5S3OLH3,20,they could just be dirty from playing.  a lot of kids look like that,Reappraisal
A2CF20HUT1QNX6,1,he must be punished. this looks so painf,Non-reappraisal
A2CF20HUT1QNX6,2,well all is dead. war not good,Non-reappraisal
A2CF20HUT1QNX6,3,this childs life matters.,Reappraisal
A2CF20HUT1QNX6,4,a life cut too short.,Non-reappraisal
A2CF20HUT1QNX6,5,ouch thats going to leave a mark. why is he on fir,Non-reappraisal
A2CF20HUT1QNX6,6,sad he needs help,Non-reappraisal
A2CF20HUT1QNX6,7,war zones have no boundaires. its a shame children have to go,Non-reappraisal
A2CF20HUT1QNX6,8,is this a grave or a,Non-reappraisal
A2CF20HUT1QNX6,9,abuse is never a good thing . i hope she fought back,Reappraisal
A2CF20HUT1QNX6,10,movie set boxing is vilolent,Non-reappraisal
A2CF20HUT1QNX6,11,screaming in pain,Non-reappraisal
A2CF20HUT1QNX6,12,don't do it,Non-reappraisal
A2CF20HUT1QNX6,13,i hope shes okay,Reappraisal
A2CF20HUT1QNX6,14,what has happened to him looks like a a n,Non-reappraisal
A2CF20HUT1QNX6,15,poor child this should never,Non-reappraisal
A2CF20HUT1QNX6,16,i glad they survived looks like the plane is ints,Reappraisal
A2CF20HUT1QNX6,17,this poor woman i hope shes going to be okay she looks in,Reappraisal
A2CF20HUT1QNX6,18,my heart breaks for the people in the car . Im sur,Non-reappraisal
A2CF20HUT1QNX6,19,ouch that looks painful poor p,Non-reappraisal
A2CF20HUT1QNX6,20,stop him i hope she got away,Reappraisal
A2CMRSH21E25Z4,1,"I feel for the people, its ver dis",Non-reappraisal
A2CMRSH21E25Z4,2,That's awful,Non-reappraisal
A2CMRSH21E25Z4,3,"Poor lady, needs to love herself",Reappraisal
A2CMRSH21E25Z4,4,"oh my, ill pray for the family",Non-reappraisal
A2CMRSH21E25Z4,5,"Oh noo, poor baby",Non-reappraisal
A2CMRSH21E25Z4,6,"Dang, that's messed up",Non-reappraisal
A2CMRSH21E25Z4,7,"Wow, I know that hurts",Non-reappraisal
A2CMRSH21E25Z4,8,looks like mental emotional pain,Non-reappraisal
A2CMRSH21E25Z4,9,"poor lady, god bless her",Non-reappraisal
A2CMRSH21E25Z4,10,"oh noo, jeez that's terrible",Non-reappraisal
A2CMRSH21E25Z4,11,Looks like a bad situation,Non-reappraisal
A2CMRSH21E25Z4,12,thats messed up,Non-reappraisal
A2CMRSH21E25Z4,13,"looks like a kidnapping, hope she got away",Reappraisal
A2CMRSH21E25Z4,14,"knock out, i dont think he won",Non-reappraisal
A2CMRSH21E25Z4,15,"Aww, poor kids",Non-reappraisal
A2CMRSH21E25Z4,16,"man,",Non-reappraisal
A2CMRSH21E25Z4,17,"bad choice, he's ready for some",Non-reappraisal
A2CMRSH21E25Z4,18,"Aww poor premie, hes strong and fighting",Reappraisal
A2CMRSH21E25Z4,19,"wow, a body wonder what happened",Non-reappraisal
A2CMRSH21E25Z4,20,She looks sick,Non-reappraisal
A2CNWM7VG2VGTU,1,It seems like the person has drug due to some issues in life.,Non-reappraisal
A2CNWM7VG2VGTU,2,Here  the person got accident due to the cross of dog. It feels so c,Reappraisal
A2CNWM7VG2VGTU,3,The person got some eye disease. I feel so badly while,Non-reappraisal
A2CNWM7VG2VGTU,4,The person got fire accident while driving. It was so cruel.,Non-reappraisal
A2CNWM7VG2VGTU,5,The boy got stuck in earthquake. He feel so badly,Non-reappraisal
A2CNWM7VG2VGTU,6,The person try to rape the girl. I'm so guilty for a,Non-reappraisal
A2CNWM7VG2VGTU,7,The person got injure in a gang war.,Non-reappraisal
A2CNWM7VG2VGTU,8,There was a fire accident in a forest. Two firemen try to clear the fire,Non-reappraisal
A2CNWM7VG2VGTU,9,The man killed a person very cruelty. And hedigging,Non-reappraisal
A2CNWM7VG2VGTU,10,There was a plane accident. It looks so frustrated.,Non-reappraisal
A2CNWM7VG2VGTU,11,There was a fire accident. I feel so bad. The two children search h,Non-reappraisal
A2CNWM7VG2VGTU,12,The firemen helps to take out a women in fire accident.,Non-reappraisal
A2CNWM7VG2VGTU,13,Disgusted women.,Non-reappraisal
A2CNWM7VG2VGTU,14,Scared due,Non-reappraisal
A2CRCL0Q5X3G0M,1,9,Non-reappraisal
A2CRCL0Q5X3G0M,2,9,Non-reappraisal
A2CRCL0Q5X3G0M,3,the lady was very angry and sad,Non-reappraisal
A2CS67AX8RPJUB,1,I feel a lot of heartbreak it seems like these children have lost their home.,Non-reappraisal
A2CS67AX8RPJUB,2,This is so sad. These people have been in a plane crash it appears. They are injured.,Non-reappraisal
A2CS67AX8RPJUB,3,This woman appears to be in trouble. I feel panic and fear.,Non-reappraisal
A2CS67AX8RPJUB,4,Something horrible has happened and this man is injured badly.,Non-reappraisal
A2CS67AX8RPJUB,5,This person has murdered someone or they are burying them for some other reason I feel out,Non-reappraisal
A2CS67AX8RPJUB,6,This is so troubling. I hope this person was able to recover.,Reappraisal
A2CS67AX8RPJUB,7,I feel threatened. I feel afraid and scared.,Non-reappraisal
A2CS67AX8RPJUB,8,This child has been through something very painful. I feel so sorry for them.,Non-reappraisal
A2CS67AX8RPJUB,9,It seems like this person has been cut in the face. I wonder what happened.,Non-reappraisal
A2CS67AX8RPJUB,10,Something has happened to his eyes. It looks painful. I feel sorry.,Non-reappraisal
A2CS67AX8RPJUB,11,I feel compassion. this person is a boxer or something,Non-reappraisal
A2CS67AX8RPJUB,12,I feel grossed out at the animals they appear to be drinking his blood. I feel very uneasy a,Non-reappraisal
A2CS67AX8RPJUB,13,I feel so sorry for the people in this accident. I hope they were able to walk away or at least recover. sad,Reappraisal
A2CS67AX8RPJUB,14,I feel sorry for them. I hope they didn't overdose. I wish they,Non-reappraisal
A2CS67AX8RPJUB,15,This person seems trapped and needs to escape. I feel some panic,Non-reappraisal
A2CS67AX8RPJUB,16,poor baby. seems like they are premature. they are having a wash.,Reappraisal
A2CS67AX8RPJUB,17,These people seem to be fighting a wildfire. I feel respect for people like this.,Reappraisal
A2CS67AX8RPJUB,18,Shocked. This looks painful but it might be like stretched skin.,Non-reappraisal
A2CS67AX8RPJUB,19,I hope this isn't real. This appears to be a child on fire riding their bike.,Reappraisal
A2CS67AX8RPJUB,20,This poor woman has been beaten. This might be a domestic abuse case.,Non-reappraisal
A2D0BAMF8ROG4N,1,I feel like this looks painful and unpleasant. I cringed.,Non-reappraisal
A2D0BAMF8ROG4N,2,I am anxious and nevrous. I feel scared for the people involed and a need to take action,Non-reappraisal
A2D0BAMF8ROG4N,3,I feel overwhelmed because I have a fear of flying. I can only imagine the terror of those involved.,Non-reappraisal
A2D0BAMF8ROG4N,4,This makes me cringe a little and wounder if someone was harmed.,Non-reappraisal
A2D0BAMF8ROG4N,5,I feel worried for the woman and wonder how she was hurt. I hope no one did that,Non-reappraisal
A2D0BAMF8ROG4N,6,I don't feel any particular way towards this. It's just weird. Like someone is high and seeing this.,Non-reappraisal
A2D28BVEFUUTMO,1,"Ima, afraid for her",Non-reappraisal
A2D28BVEFUUTMO,2,That looks so painful,Non-reappraisal
A2D28BVEFUUTMO,3,They need to get aay from there,Non-reappraisal
A2D28BVEFUUTMO,4,He looks incredibly upset,Non-reappraisal
A2D28BVEFUUTMO,5,WTF is thos a NICU bath?,Non-reappraisal
A2D28BVEFUUTMO,6,She looks like she has been through it,Non-reappraisal
A2D28BVEFUUTMO,7,What a bad accident,Non-reappraisal
A2D28BVEFUUTMO,8,Dude clearly is an addict,Non-reappraisal
A2D28BVEFUUTMO,9,Looks like a poasible crime ascene,Non-reappraisal
A2D28BVEFUUTMO,10,Wow he's been banged up,Non-reappraisal
A2D28BVEFUUTMO,11,He looks in bad shape,Non-reappraisal
A2D28BVEFUUTMO,12,Hopefully it's not loaded,Reappraisal
A2D28BVEFUUTMO,13,wtf owwww.,Non-reappraisal
A2D28BVEFUUTMO,14,That looks like torture,Non-reappraisal
A2D28BVEFUUTMO,15,Someone punched her,Non-reappraisal
A2D28BVEFUUTMO,16,What a bad fire,Non-reappraisal
A2D28BVEFUUTMO,17,That's an awful crash,Non-reappraisal
A2D28BVEFUUTMO,18,Dude got knocked out,Non-reappraisal
A2D28BVEFUUTMO,19,Bad fire,Non-reappraisal
A2D28BVEFUUTMO,20,He looks absolutely miserable,Non-reappraisal
A2D7O4I1U59P0K,1,Being on fire must be terrifing and extremely painful I feel so bad for them.,Non-reappraisal
A2D7O4I1U59P0K,2,It is so sad to have to burry someone.  I wonder if they got a proper funeral?,Non-reappraisal
A2D7O4I1U59P0K,3,"Her face looks extremely painful, i wonder who did that to her.  she looks scared",Non-reappraisal
A2D7O4I1U59P0K,4,"Addiction is horrible, hoping he doesn't overdose",Reappraisal
A2D7O4I1U59P0K,5,He looks injured and enraged.  So much terror in his face,Non-reappraisal
A2D7O4I1U59P0K,6,"It looks like a brutal death, the others don't seem to surpised.",Non-reappraisal
A2D7O4I1U59P0K,7,A child in pain is horrific.  They don't deserve this,Non-reappraisal
A2D7O4I1U59P0K,8,"Intense and scary, does he want to kill me?",Non-reappraisal
A2D7O4I1U59P0K,9,"a crazy scene, so much destruction, hopefully no one was killed",Reappraisal
A2D7O4I1U59P0K,10,"looks like she is being kidnapped but is fighting back, i am scared for her",Non-reappraisal
A2D7O4I1U59P0K,11,"looks like she got beat up, probably domestic abuse",Non-reappraisal
A2D7O4I1U59P0K,12,"that looks extremly painful, im not sure if it is intentional or not?",Non-reappraisal
A2D7O4I1U59P0K,13,"they look to be investigating a fire, seems pretty calm",Reappraisal
A2D7O4I1U59P0K,14,the children look dirty and unhappy,Non-reappraisal
A2D7O4I1U59P0K,15,"looks like a horrific car crash, someone is certainly injured if not killed",Non-reappraisal
A2D7O4I1U59P0K,16,looks like a boxing match,Non-reappraisal
A2D7O4I1U59P0K,17,"the baby looks so tiny, im not sure they will make it",Non-reappraisal
A2D7O4I1U59P0K,18,im not sure if they are terrified or excited,Reappraisal
A2D7O4I1U59P0K,19,those eyes look painful,Non-reappraisal
A2D7O4I1U59P0K,20,"those firefighters look heroic, hopefully they can save her",Reappraisal
A2DAZ6GEZZCNPY,1,My heart hurts for these young men and what they must be going through.,Non-reappraisal
A2DAZ6GEZZCNPY,2,My stomach turns at the site of all of this blood.,Non-reappraisal
A2DAZ6GEZZCNPY,3,I feel angry at whoever did this to this poor woman.,Non-reappraisal
A2DAZ6GEZZCNPY,4,I am alarmed at the site of this horrible accedent and worried about the people involved.,Non-reappraisal
A2DAZ6GEZZCNPY,5,I am frightening by the gun being pointed at me.,Non-reappraisal
A2DAZ6GEZZCNPY,6,My heart hurts at this site of this suffering. I am confused and worried.,Non-reappraisal
A2DAZ6GEZZCNPY,7,This makes my stomach turn over.,Non-reappraisal
A2DAZ6GEZZCNPY,8,My skin crawls at this image of pain and suffering.,Non-reappraisal
A2DAZ6GEZZCNPY,9,I can feel the pressure of this hit on the side of my head. It makes me turn away.,Non-reappraisal
A2DAZ6GEZZCNPY,10,My heart hurts and I wonder what kind of situation this child is in.,Non-reappraisal
A2DAZ6GEZZCNPY,11,I am confused by what is happening and concerned for the man. He appears to be trapped.,Non-reappraisal
A2DAZ6GEZZCNPY,12,I fear for these people's future of pain and suffering.,Non-reappraisal
A2DAZ6GEZZCNPY,13,I am grossed out by the body laying the grave.,Non-reappraisal
A2DAZ6GEZZCNPY,14,I don't like looking at this and want to turn away or close my eyes.,Non-reappraisal
A2DAZ6GEZZCNPY,15,I worry that this woman is not going to make it.,Non-reappraisal
A2DAZ6GEZZCNPY,16,I am angry about this person and what they are doing to the woman.,Non-reappraisal
A2DAZ6GEZZCNPY,17,I feel for this woman and what she must have gone through. I want her to be better.,Reappraisal
A2DAZ6GEZZCNPY,18,Disgusted by the image so much that I cannot look at it. The god being there makes it worse.,Non-reappraisal
A2DAZ6GEZZCNPY,19,I feel sadden for his family and what they are going to have to face now that he has done this.,Non-reappraisal
A2DAZ6GEZZCNPY,20,I worry that they might not be safe enough for this task.,Non-reappraisal
A2DF8W7SDWLURD,1,she is fighting for her life,Non-reappraisal
A2DF8W7SDWLURD,2,horrific accident! hard to imagine they survived this,Non-reappraisal
A2DF8W7SDWLURD,3,This is a stunt persons professional photo,Reappraisal
A2DF8W7SDWLURD,4,this looks like it hurts. I feel awful for this man. I cant imagine having to have eyes like thius,Non-reappraisal
A2DF8W7SDWLURD,5,shot from a movie scene boxing fight,Reappraisal
A2DF8W7SDWLURD,6,an actor at a haunted house,Reappraisal
A2DF8W7SDWLURD,7,Addict who needs help or he will die,Non-reappraisal
A2DF8W7SDWLURD,8,this just grossed me out right away. Its probably a tribal event but ugh the pain!,Non-reappraisal
A2DF8W7SDWLURD,9,burying someone who knows why,Non-reappraisal
A2DF8W7SDWLURD,10,kids got dirty while playing near that factory,Reappraisal
A2DF8W7SDWLURD,11,exhausted fire fighters doing their best to stop the burn,Reappraisal
A2DF8W7SDWLURD,12,a movie poster,Reappraisal
A2DF8W7SDWLURD,13,"This lady has been through a lot and is in shock ,",Non-reappraisal
A2DF8W7SDWLURD,14,She had a rough night,Non-reappraisal
A2DF8W7SDWLURD,15,My first response is this is an album cover,Reappraisal
A2DF8W7SDWLURD,16,This is just disgusting. Why is the dog drinking the blood?? why are the people just standing there lik,Non-reappraisal
A2DF8W7SDWLURD,17,horrific scene but saving someones life,Reappraisal
A2DF8W7SDWLURD,18,bad crash but survivors,Reappraisal
A2DF8W7SDWLURD,19,A preemie baby getting taken care of,Non-reappraisal
A2DF8W7SDWLURD,20,this poor child must be hurting very badly,Non-reappraisal
A2DFUQIROCOCJ6,1,THUS BEEN HITTEN VERY HARD AND REALLY WORRIED,Non-reappraisal
A2DFUQIROCOCJ6,2,TAKING DRUGS MAY INFLUENCE YOUR BODY,Non-reappraisal
A2DFUQIROCOCJ6,3,ITS NOT CORRECT WAY TO HANDLE GUN,Non-reappraisal
A2DFUQIROCOCJ6,4,SUCH BEEN CRUEL AND VERY WORRIED AND ITS BEEN HORRIBLE,Non-reappraisal
A2DFUQIROCOCJ6,5,REALLY WORRIED AND VERY SCARED,Non-reappraisal
A2DFUQIROCOCJ6,6,SUCH BEEN VERY DANGER TO TRY THIS EVER MADNESS,Non-reappraisal
A2DFUQIROCOCJ6,7,hitten very hard and he could not resist it,Non-reappraisal
A2DFUQIROCOCJ6,8,SUCH BEEN CRUEL AND MADNESS OVER THIS PEOPLE,Non-reappraisal
A2DFUQIROCOCJ6,9,THE CHILD WILL GET OVER FROM IT BY SEEING MAKESME VERY SAD,Reappraisal
A2DFUQIROCOCJ6,10,THUS BEEN VERY HARD TO SEE AND MAKING ME SAD,Non-reappraisal
A2DFUQIROCOCJ6,11,VERY WORRIED AND ITS BEEN CRASHED ARE BEEN UNPROPER LANDING,Non-reappraisal
A2DFUQIROCOCJ6,12,VERY HARD TO SEE THIS VERY CRUEL AND VERY WORRIED WHILE SEEING IT,Non-reappraisal
A2DFUQIROCOCJ6,13,VERY SAD AND VERY WORRIED,Non-reappraisal
A2DFUQIROCOCJ6,14,HITTEN ARE BEATEN VERY CRUELY AND VERY WORRIED OVER IT,Non-reappraisal
A2DFUQIROCOCJ6,15,VERY HARD TO DESIRE THE WAY THEY WORKING IN HEAT,Non-reappraisal
A2DFUQIROCOCJ6,16,HAD BEEN VERY HARD AND CRUEL WAY TO BE HITTING HIM,Non-reappraisal
A2DFUQIROCOCJ6,17,THUS BEEN VERY HARD TO THE WAY HUMAN ENDED THERE LIFE,Non-reappraisal
A2DFUQIROCOCJ6,18,SUCH BEEN VERY HARD TO SEE LIKE VERY SAD,Non-reappraisal
A2DFUQIROCOCJ6,19,SEEING HER VERY WORRIED AND HAD BEEN SAD,Non-reappraisal
A2DFUQIROCOCJ6,20,VERY HARD TO SEE AND VERY QUITE SEEING IT,Non-reappraisal
A2DLV3WN24WTDS,1,This looks tragic.  I am guessing that someone has died.  The responders l,Non-reappraisal
A2DLV3WN24WTDS,2,I can't even imagine the heat and smoke and the fear of being in this situation.,Non-reappraisal
A2DLV3WN24WTDS,3,I hope the responders got this person out in time.,Reappraisal
A2DLV3WN24WTDS,4,I wonder where their parents are.  They look dejected and lost.,Non-reappraisal
A2DLV3WN24WTDS,5,She needs to keep fighting.  I feel rage and fear for this person who is struggling.,Non-reappraisal
A2DLV3WN24WTDS,6,Everyone put your guns down.  Enough already.  Ugh.,Reappraisal
A2DLV3WN24WTDS,7,That is a lot of blood.  And he looks angry and scared.,Non-reappraisal
A2DLV3WN24WTDS,8,This makes me so mad.  Just terri,Non-reappraisal
A2DLV3WN24WTDS,9,"If this is a boxing match, I've never understood the appeal.",Non-reappraisal
A2DLV3WN24WTDS,10,So many people are losing their lives to drugs,Non-reappraisal
A2DLV3WN24WTDS,11,I cannot believe this many people walked away from this.  That is incredible.,Reappraisal
A2DLV3WN24WTDS,12,This is revolting.  Why aren't they keeping the dogs away.,Non-reappraisal
A2DLV3WN24WTDS,13,Is this torture? Humans can be so cruel,Non-reappraisal
A2DLV3WN24WTDS,14,Poor little person.,Non-reappraisal
A2DLV3WN24WTDS,15,"Women with black eyes, something is so wrong",Non-reappraisal
A2DLV3WN24WTDS,16,That looks so painful.,Non-reappraisal
A2DLV3WN24WTDS,17,Omgosh.  Tiny little one.  Medical miracle.,Reappraisal
A2DLV3WN24WTDS,18,I hope he gets caught.  Disrect,Non-reappraisal
A2DLV3WN24WTDS,19,Ouch Ouch Ouch That is horrific.,Non-reappraisal
A2DLV3WN24WTDS,20,Trapped? Or just good acting? I can't tell.,Non-reappraisal
A2DMORDL4NYU45,1,Poor little baby getting its first bath.,Non-reappraisal
A2DMORDL4NYU45,2,That's a shame I'm guessing oil spill. poor animals,Non-reappraisal
A2DMORDL4NYU45,3,"That looks painful, but I'm guessing he wanted to do that to himself.",Reappraisal
A2DMORDL4NYU45,4,"Hopefully, it is just a person burying someone they lost naturally ans noit war",Reappraisal
A2DMORDL4NYU45,5,You better know how to use that thing bud.,Non-reappraisal
A2DMORDL4NYU45,6,"That wreck looks terrible, I hope the driver made it out alive.",Reappraisal
A2DMORDL4NYU45,7,Surviving a plane crash is amazing. I'm happy for these people.,Reappraisal
A2DMORDL4NYU45,8,"This guy looks like he's having a very interesting day,",Reappraisal
A2DMORDL4NYU45,9,Children are always the unexpected victims in times of war. Prayers.,Non-reappraisal
A2DMORDL4NYU45,10,"Looks like an abduction, but then again someone is filming it so proban not",Reappraisal
A2DMORDL4NYU45,11,I'm hoping this is a photo still from the movie Ghost Rider.,Reappraisal
A2DMORDL4NYU45,12,Guessing domestic abuse. i hope she got out of that relationship ASAP,Reappraisal
A2DMORDL4NYU45,13,I hope he can escape from the clutches of drug addiction. There areew ways,Reappraisal
A2DMORDL4NYU45,14,"Kudos to the brave firefighters, without them many lives would be lost",Reappraisal
A2DMORDL4NYU45,15,This person needs some medical attention for what's going on with their eyes.,Non-reappraisal
A2DMORDL4NYU45,16,Domestic abuse again possibly. Leave that man sis.,Non-reappraisal
A2DMORDL4NYU45,17,He's trapped in a bubble maybe?,Reappraisal
A2DMORDL4NYU45,18,"Boxer, he knows the risks when he steps into the ring. Hope he is ok.",Reappraisal
A2DMORDL4NYU45,19,They survived a tough situation. They will be stronger for it.,Reappraisal
A2DMORDL4NYU45,20,Terrible accident. Prayers for his f,Non-reappraisal
A2E2I8IZJ0S9WY,1,It looks like searing pain to ride through that fire. Horr,Non-reappraisal
A2E2I8IZJ0S9WY,2,"Painful, but she's getting cared for.",Reappraisal
A2E2I8IZJ0S9WY,3,Rejoicing that many survived.,Reappraisal
A2E2I8IZJ0S9WY,4,"He looks angry, but may just need medical care.",Reappraisal
A2E2I8IZJ0S9WY,5,"I am glad the firefighters are okay, and I hope she is too.",Reappraisal
A2E2I8IZJ0S9WY,6,"Addiction is tough, but there's lots of help available.",Reappraisal
A2E2I8IZJ0S9WY,7,"This looks posed, not real. I don't feel anything real from it.",Non-reappraisal
A2E2I8IZJ0S9WY,8,"He chose to do this, so it's okay. He'll live to fight again.",Reappraisal
A2E2I8IZJ0S9WY,9,He made it out alive! He has good chances to live.,Reappraisal
A2E2I8IZJ0S9WY,10,"It looks serious, but he looks alert and",Reappraisal
A2E2I8IZJ0S9WY,11,Someone cares enough to bury him.,Reappraisal
A2E2I8IZJ0S9WY,12,the bystanders look so unaffected.,Non-reappraisal
A2E2I8IZJ0S9WY,13,She looks mad. It's a good life where anger is your worst problem.,Reappraisal
A2E2I8IZJ0S9WY,14,Play fighting. I think they could be friends.,Reappraisal
A2E2I8IZJ0S9WY,15,The expression looks staged. No injuries here.,Non-reappraisal
A2E2I8IZJ0S9WY,16,She will get help and triumph over abuse.,Reappraisal
A2E2I8IZJ0S9WY,17,I thank God for first responders. No time for pain here.,Reappraisal
A2E2I8IZJ0S9WY,18,This is intentional like my daughter's piercing.,Reappraisal
A2E2I8IZJ0S9WY,19,The can work their way up from poverty. Lots of hope here.,Reappraisal
A2E2I8IZJ0S9WY,20,Fire scares me. Searing pain. No rethinking possible.,Non-reappraisal
A2EAIMII6MSIO5,1,These people survived what could have easily been a deadly plane crash.,Reappraisal
A2EAIMII6MSIO5,2,This firefighter is able to save someone from a burning building,Reappraisal
A2EAIMII6MSIO5,3,This man is taking a much needed break for his mental wellbeing,Reappraisal
A2EAIMII6MSIO5,4,"This lady decided today to leave her abuser, and got help to be safe.",Reappraisal
A2EAIMII6MSIO5,5,This baby is getting some medical intervention to help them heal,Reappraisal
A2EAIMII6MSIO5,6,People arrived in time to help this person by calling the ambulance,Reappraisal
A2EAIMII6MSIO5,7,He m,Non-reappraisal
A2EAIMII6MSIO5,8,This lady decided today to help someone flee a burning building. She is ok.,Reappraisal
A2EAIMII6MSIO5,9,She is practicing her safety skills. This is her brother.,Reappraisal
A2EAIMII6MSIO5,10,"This man is doing a stunt, and the photo is an optical illusion",Reappraisal
A2EAIMII6MSIO5,11,They made it through thanks to their suits!,Reappraisal
A2EAIMII6MSIO5,12,"She lived, and is getting the care she needs to heal",Reappraisal
A2EAIMII6MSIO5,13,Practicing target shooting at a range.,Non-reappraisal
A2EAIMII6MSIO5,14,"They were playing in the dirt, and are now getting the wrath of mom. Haha",Reappraisal
A2EAIMII6MSIO5,15,Halloween costume. Going as a bloodied businessman,Reappraisal
A2EAIMII6MSIO5,16,Photo for a movie posted. Movie is about boxing.,Reappraisal
A2EAIMII6MSIO5,17,"Stunt, to show kids what can happen when you drive distracted or drunk",Reappraisal
A2EAIMII6MSIO5,18,"Giving a proper farewell to a dear, loved creature.",Reappraisal
A2EAIMII6MSIO5,19,"Remembering all that she has gone through, and just how strong she found she is.",Reappraisal
A2EAIMII6MSIO5,20,Reaction while in a ride at an amusement park. Having a great time!,Reappraisal
A2EAJ7834XI2IT,1,"Looks hot but pretty neat, I imagine this is rough on the body.",Reappraisal
A2EAJ7834XI2IT,2,Mental illness is scary and odd.,Non-reappraisal
A2EAJ7834XI2IT,3,"Sad they couldn't save this person, must weigh on their mind after it's over.",Non-reappraisal
A2EAJ7834XI2IT,4,Has to be a terrible feeling to walk around in public with sores like that.,Non-reappraisal
A2EAJ7834XI2IT,5,"Looks premature, hopefully no future complications.",Reappraisal
A2EAJ7834XI2IT,6,Looks a little painful but seems mostly fine.,Reappraisal
A2EAJ7834XI2IT,7,"Probably hard to see, likely little pain though;.",Reappraisal
A2EAJ7834XI2IT,8,"Looks like a performer, rather lame.",Non-reappraisal
A2EAJ7834XI2IT,9,"Sorry to see you go, rest in peace.",Reappraisal
A2EAJ7834XI2IT,10,"He did it to himself, he made his choice.",Non-reappraisal
A2EAJ7834XI2IT,11,"Dislike seeing kids suffer, hope their lives improved.",Reappraisal
A2EAJ7834XI2IT,12,"Looks worse than it might be, hopefully it is nothing serious.",Reappraisal
A2EAJ7834XI2IT,13,"Looks like an abduction, hopefully this isn't real.",Reappraisal
A2EAJ7834XI2IT,14,"Looks like a lot of people survived, must have been a hard thing to experience.",Reappraisal
A2EAJ7834XI2IT,15,"Would likely make me angry, I'd want to knock him out.",Non-reappraisal
A2EAJ7834XI2IT,16,"Part of the sport, respect for being able to take it.",Reappraisal
A2EAJ7834XI2IT,17,"Looks pretty bad, but he seems to be very lively through out.",Reappraisal
A2EAJ7834XI2IT,18,"Probably dead on impact, hopefully nobody else was hurt.",Non-reappraisal
A2EAJ7834XI2IT,19,"Likely a gang killing, sad for the family.",Non-reappraisal
A2EAJ7834XI2IT,20,"Looks like a stunt, he knows the risks if that's the case.",Reappraisal
A2EED3HLTA96CP,1,This is true fear!!!!! I feel scared too.,Non-reappraisal
A2EED3HLTA96CP,2,Old age. This makes me squeal with unhappiness.,Non-reappraisal
A2EED3HLTA96CP,3,The pain of injuries. I can feel pain for him also. And unhappy.,Non-reappraisal
A2EED3HLTA96CP,4,I wonder if they are dead yet. I feel warmer and unhappy.,Non-reappraisal
A2EED3HLTA96CP,5,The grave beckons and scares me. YAARGH.,Non-reappraisal
A2EED3HLTA96CP,6,Someone has beaten her up. I feel very angry at her perpetrator.,Non-reappraisal
A2EED3HLTA96CP,7,Nodding. A dreadful feeling of being a zombie.,Non-reappraisal
A2EED3HLTA96CP,8,These guys need soap. Angry at parents.,Non-reappraisal
A2EED3HLTA96CP,9,All babies look like this? Feel hurt by sight.,Non-reappraisal
A2EED3HLTA96CP,10,Ouch! People should not be violent. Feel pain too.,Non-reappraisal
A2EED3HLTA96CP,11,Thank God some are safe! Grateful.,Reappraisal
A2EED3HLTA96CP,12,I hope they can save someone. Housefires are very scary to me.,Reappraisal
